smell_type,severity,LOC,NOM,LOC_method,CYCLO_method,NOP_method,NEST,TOKEN_COUNT,LENGTH,FAN_IN,FAN_OUT,ATTR_COUNT,INHERIT_DEPTH
LongMethod,3,0,0,255,25,26,4,1361,299,0,17,0,0
LargeClass,2,316,19,0,0,0,0,1593,316,0,45,8,3
LongParameterList,1,0,0,21,6,6,4,156,37,0,8,0,0
LongParameterList,3,0,0,60,25,11,3,289,67,0,23,0,0
LargeClass,1,237,16,0,0,0,0,1069,237,0,37,6,2
LongParameterList,3,0,0,90,15,10,3,1004,110,0,8,0,0
DeepNesting,3,0,0,215,25,3,8,1659,256,0,44,0,0
NoneSmellorUnknown,0,0,0,19,1,2,1,183,28,0,6,0,0
NoneSmellorUnknown,0,0,0,4,1,3,0,36,5,0,1,0,0
LongMethod,2,0,0,78,12,2,4,331,175,0,33,0,0
DeepNesting,2,0,0,25,22,2,7,237,25,0,2,0,0
LongMethod,1,0,0,66,7,3,2,409,117,0,0,0,0
NoneSmellorUnknown,0,0,0,7,4,2,2,66,7,0,4,0,0
LongMethod,1,0,0,78,6,5,2,216,82,0,6,0,0
LongMethod,2,0,0,90,9,3,0,412,99,0,0,0,0
LargeClass,3,707,18,0,0,0,0,3009,707,0,84,16,2
DeepNesting,3,0,0,39,15,5,9,247,40,0,4,0,0
DeepNesting,2,0,0,84,23,3,6,402,110,0,16,0,0
DeepNesting,2,0,0,68,12,4,6,384,74,0,13,0,0
LongParameterList,1,0,0,19,8,6,4,352,36,0,12,0,0
DeepNesting,2,0,0,17,8,2,7,126,21,0,0,0,0
DeepNesting,3,0,0,84,25,1,8,556,102,0,3,0,0
LongParameterList,3,0,0,115,18,11,5,673,161,0,10,0,0
LongParameterList,3,0,0,54,19,15,3,286,140,0,3,0,0
DeepNesting,3,0,0,71,17,1,10,405,81,0,17,0,0
LargeClass,3,1575,52,0,0,0,0,10283,1575,0,264,0,2
LongMethod,3,0,0,110,12,5,5,387,112,0,24,0,0
LongMethod,1,0,0,67,7,31,0,368,70,0,0,0,0
LongParameterList,1,0,0,27,6,6,1,201,36,0,7,0,0
NoneSmellorUnknown,0,0,0,5,1,2,0,53,14,0,1,0,0
LongMethod,2,0,0,82,9,2,2,396,101,0,11,0,0
LargeClass,3,561,64,0,0,0,0,3526,561,0,60,54,3
LongMethod,2,0,0,76,8,3,4,471,85,0,8,0,0
LongParameterList,3,0,0,71,13,10,2,489,86,0,18,0,0
LargeClass,2,350,27,0,0,0,0,1950,350,0,38,5,2
LongParameterList,1,0,0,25,7,7,3,198,28,0,13,0,0
DeepNesting,1,0,0,56,8,11,4,369,104,0,15,0,0
LargeClass,3,596,53,0,0,0,0,4825,596,0,175,1,0
LongMethod,1,0,0,65,14,16,2,332,116,0,2,0,0
NoneSmellorUnknown,0,0,0,12,1,1,1,50,14,0,1,0,0
DeepNesting,2,0,0,70,16,8,7,455,114,0,13,0,0
LongMethod,1,0,0,64,16,2,8,227,68,0,9,0,0
LongParameterList,3,0,0,54,10,17,3,278,90,0,4,0,0
LongMethod,1,0,0,64,6,6,4,317,75,0,1,0,0
LongMethod,2,0,0,93,8,8,2,474,120,0,2,0,0
LongParameterList,2,0,0,35,11,8,4,322,38,0,15,0,0
NoneSmellorUnknown,0,0,0,7,1,1,1,164,10,0,2,0,0
LongMethod,2,0,0,91,25,7,4,482,106,0,21,0,0
LargeClass,3,5468,290,0,0,0,0,50510,5468,0,775,31,2
LargeClass,1,244,11,0,0,0,0,1422,244,0,31,5,3
LongParameterList,2,0,0,67,23,9,2,313,73,0,7,0,0
LargeClass,2,437,12,0,0,0,0,1460,437,0,60,13,0
DeepNesting,2,0,0,41,19,1,7,171,56,0,1,0,0
LongParameterList,3,0,0,220,25,12,3,1678,253,0,5,0,0
LongMethod,3,0,0,339,25,0,5,2214,491,0,55,0,0
DeepNesting,3,0,0,98,25,2,8,871,128,0,24,0,0
NoneSmellorUnknown,0,0,0,13,3,4,2,121,17,0,7,0,0
LongParameterList,2,0,0,49,11,8,0,249,56,0,0,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,9,2,0,0,0,0
LargeClass,3,587,29,0,0,0,0,3946,587,0,105,1,0
LongParameterList,3,0,0,43,12,11,2,465,50,0,3,0,0
LongMethod,2,0,0,88,18,8,5,594,118,0,2,0,0
LongMethod,1,0,0,66,21,1,7,494,68,0,15,0,0
LongParameterList,3,0,0,345,25,21,5,1276,553,0,60,0,0
LongParameterList,1,0,0,28,9,7,2,321,31,0,7,0,0
LargeClass,1,200,16,0,0,0,0,1128,200,0,38,2,5
DeepNesting,2,0,0,101,22,2,6,639,142,0,11,0,0
DeepNesting,1,0,0,30,14,4,5,251,31,0,5,0,0
DeepNesting,3,0,0,40,25,0,8,487,42,0,5,0,0
LongParameterList,1,0,0,74,8,7,3,434,98,0,11,0,0
LongParameterList,1,0,0,35,7,6,2,279,42,0,8,0,0
DeepNesting,3,0,0,35,17,2,11,217,35,0,26,0,0
NoneSmellorUnknown,0,8,1,0,0,0,0,32,8,0,0,1,2
LongParameterList,3,0,0,89,12,12,0,412,155,0,0,0,0
LargeClass,1,232,16,0,0,0,0,1101,232,0,37,0,2
LongParameterList,2,0,0,107,14,9,2,477,118,0,14,0,0
DeepNesting,3,0,0,34,11,3,8,212,54,0,11,0,0
DeepNesting,3,0,0,118,25,3,10,792,136,0,10,0,0
DeepNesting,3,0,0,55,12,4,8,305,91,0,10,0,0
LargeClass,1,253,13,0,0,0,0,1016,253,0,6,10,1
LargeClass,3,424,22,0,0,0,0,4255,424,0,66,0,2
LongParameterList,1,0,0,30,11,7,2,172,33,0,14,0,0
LargeClass,2,313,29,0,0,0,0,1525,313,0,46,6,2
LargeClass,2,328,13,0,0,0,0,1463,328,0,42,1,2
LongMethod,1,0,0,50,7,4,0,229,62,0,0,0,0
DeepNesting,1,0,0,22,7,2,5,164,24,0,4,0,0
DeepNesting,2,0,0,154,25,7,6,1107,219,0,5,0,0
LongMethod,3,0,0,198,24,6,6,506,227,0,25,0,0
LargeClass,2,364,38,0,0,0,0,1878,364,0,20,9,1
LargeClass,1,253,12,0,0,0,0,1033,253,0,14,2,2
LargeClass,2,345,15,0,0,0,0,1922,345,0,51,14,0
DeepNesting,1,0,0,25,9,4,4,170,25,0,2,0,0
LongParameterList,2,0,0,43,9,11,1,380,96,0,7,0,0
LongMethod,1,0,0,56,8,1,2,264,69,0,8,0,0
LongMethod,1,0,0,53,20,2,6,528,53,0,2,0,0
LargeClass,3,454,16,0,0,0,0,2305,454,0,55,15,2
DeepNesting,1,0,0,80,21,5,5,513,115,0,22,0,0
DeepNesting,1,0,0,14,6,2,4,116,14,0,0,0,0
DeepNesting,1,0,0,43,13,1,5,234,54,0,8,0,0
LongParameterList,1,0,0,44,9,6,2,270,46,0,10,0,0
LargeClass,3,729,49,0,0,0,0,6008,729,0,122,0,0
DeepNesting,3,0,0,57,25,1,9,430,87,0,7,0,0
LongParameterList,1,0,0,32,10,6,2,229,37,0,9,0,0
LongMethod,3,0,0,190,11,9,2,1263,193,0,16,0,0
DeepNesting,1,0,0,11,5,2,4,89,11,0,4,0,0
LongMethod,3,0,0,109,13,1,0,547,193,0,0,0,0
LargeClass,3,583,39,0,0,0,0,4928,583,0,385,0,3
LargeClass,1,266,17,0,0,0,0,1265,266,0,10,0,3
LongParameterList,3,0,0,101,11,11,2,595,119,0,16,0,0
LongParameterList,2,0,0,18,11,9,1,219,18,0,1,0,0
LargeClass,3,1298,58,0,0,0,0,5135,1298,0,168,9,2
LongMethod,1,0,0,59,16,2,0,462,79,0,0,0,0
LongMethod,1,0,0,74,12,1,2,408,90,0,8,0,0
LongParameterList,3,0,0,125,25,11,3,877,147,0,19,0,0
LongMethod,3,0,0,587,25,38,4,2897,704,0,75,0,0
DeepNesting,3,0,0,83,19,3,12,570,94,0,17,0,0
DeepNesting,1,0,0,20,7,5,4,240,41,0,7,0,0
LongMethod,2,0,0,89,17,6,0,486,100,0,0,0,0
LongParameterList,1,0,0,106,6,12,2,570,127,0,6,0,0
NoneSmellorUnknown,0,0,0,17,1,1,0,109,18,0,2,0,0
LongMethod,1,0,0,51,17,4,3,353,99,0,14,0,0
LongParameterList,3,0,0,60,15,13,3,314,66,0,9,0,0
DeepNesting,2,0,0,121,25,2,6,910,153,0,15,0,0
LargeClass,3,435,19,0,0,0,0,1646,435,0,28,26,2
DeepNesting,3,0,0,124,25,2,18,1185,127,0,11,0,0
LongParameterList,3,0,0,34,16,10,2,197,60,0,0,0,0
LongMethod,3,0,0,103,11,1,4,789,132,0,12,0,0
LongParameterList,2,0,0,84,8,18,3,217,84,0,5,0,0
LongMethod,3,0,0,120,25,1,4,1176,133,0,41,0,0
LargeClass,1,226,20,0,0,0,0,1783,226,0,20,6,2
DeepNesting,3,0,0,56,20,0,18,383,62,0,2,0,0
DeepNesting,3,0,0,80,25,3,8,644,117,0,9,0,0
LongMethod,2,0,0,80,15,13,3,497,100,0,12,0,0
DeepNesting,1,0,0,26,8,2,4,144,29,0,2,0,0
LargeClass,2,540,13,0,0,0,0,2434,540,0,45,2,2
LargeClass,3,636,34,0,0,0,0,2942,636,0,49,0,2
LongMethod,1,0,0,72,24,1,2,456,88,0,9,0,0
DeepNesting,1,0,0,67,12,3,4,651,76,0,7,0,0
LargeClass,2,596,13,0,0,0,0,2491,596,0,51,9,2
LongMethod,3,0,0,172,16,5,0,677,174,0,0,0,0
DeepNesting,3,0,0,20,9,2,8,95,20,0,0,0,0
NoneSmellorUnknown,0,0,0,28,1,1,0,158,32,0,7,0,0
NoneSmellorUnknown,0,0,0,4,1,1,0,19,6,0,0,0,0
NoneSmellorUnknown,0,0,0,6,2,4,0,59,6,0,0,0,0
LongMethod,2,0,0,99,13,8,4,667,164,0,7,0,0
DeepNesting,2,0,0,34,15,2,6,263,77,0,4,0,0
LargeClass,1,331,10,0,0,0,0,1380,331,0,19,14,3
LongMethod,2,0,0,211,9,2,1,914,227,0,5,0,0
LargeClass,2,301,24,0,0,0,0,1296,301,0,29,4,1
LongParameterList,2,0,0,117,12,8,4,556,141,0,10,0,0
LongMethod,1,0,0,56,14,7,2,339,65,0,7,0,0
LongParameterList,2,0,0,46,21,8,0,325,58,0,0,0,0
LongParameterList,1,0,0,194,17,7,3,357,218,0,8,0,0
LargeClass,1,362,10,0,0,0,0,1199,362,0,40,0,2
LargeClass,3,2023,19,0,0,0,0,18102,2023,0,1094,31,0
LongParameterList,1,0,0,36,6,7,2,148,37,0,6,0,0
LongParameterList,1,0,0,33,6,8,2,133,51,0,0,0,0
LongMethod,3,0,0,133,17,19,2,595,146,0,9,0,0
LargeClass,1,204,15,0,0,0,0,826,204,0,16,33,2
LongMethod,3,0,0,157,25,0,7,1164,204,0,37,0,0
DeepNesting,1,0,0,31,14,1,5,229,43,0,14,0,0
LongMethod,3,0,0,369,25,0,6,1977,413,0,25,0,0
LongParameterList,1,0,0,79,6,17,3,540,88,0,10,0,0
LargeClass,1,319,11,0,0,0,0,1568,319,0,87,0,2
LongParameterList,1,0,0,111,14,6,4,1019,144,0,45,0,0
LargeClass,2,394,14,0,0,0,0,2548,394,0,79,0,2
DeepNesting,1,0,0,22,7,4,4,162,24,0,8,0,0
DeepNesting,2,0,0,33,14,1,7,229,41,0,0,0,0
LongMethod,2,0,0,82,13,9,3,308,102,0,6,0,0
LargeClass,2,390,13,0,0,0,0,2495,390,0,62,22,1
LongParameterList,2,0,0,234,20,8,5,504,247,0,18,0,0
LongParameterList,2,0,0,41,9,8,3,292,49,0,4,0,0
LongParameterList,1,0,0,56,6,7,2,413,67,0,2,0,0
LongMethod,1,0,0,65,20,5,3,562,108,0,9,0,0
LongMethod,2,0,0,79,14,2,4,518,90,0,9,0,0
DeepNesting,1,0,0,27,9,2,5,242,30,0,5,0,0
LargeClass,3,801,24,0,0,0,0,2231,801,0,44,6,2
DeepNesting,3,0,0,59,11,4,8,344,59,0,3,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,19,2,0,2,0,0
DeepNesting,3,0,0,17,9,2,8,160,18,0,0,0,0
LongParameterList,2,0,0,18,8,8,3,183,21,0,0,0,0
LongParameterList,3,0,0,112,21,20,4,605,128,0,24,0,0
LargeClass,1,284,15,0,0,0,0,1802,284,0,24,22,1
NoneSmellorUnknown,0,0,0,5,2,1,1,39,6,0,1,0,0
DeepNesting,2,0,0,59,13,6,6,651,70,0,2,0,0
LongMethod,3,0,0,327,25,0,5,2362,472,0,52,0,0
LongMethod,3,0,0,127,16,2,2,699,215,0,36,0,0
LongParameterList,2,0,0,87,20,8,4,482,117,0,13,0,0
DeepNesting,1,0,0,74,25,3,4,442,102,0,23,0,0
DeepNesting,1,0,0,187,25,2,4,957,203,0,28,0,0
LongMethod,1,0,0,53,18,10,3,369,81,0,7,0,0
LongParameterList,3,0,0,94,10,35,1,446,126,0,2,0,0
LongMethod,2,0,0,79,18,8,2,492,106,0,15,0,0
LargeClass,3,501,39,0,0,0,0,5500,501,0,209,3,1
LargeClass,1,264,13,0,0,0,0,1555,264,0,27,37,2
NoneSmellorUnknown,0,0,0,4,1,1,1,32,4,0,0,0,0
LargeClass,2,361,31,0,0,0,0,1949,361,0,24,0,2
DeepNesting,3,0,0,87,25,6,11,540,87,0,7,0,0
LongParameterList,1,0,0,41,13,6,3,295,50,0,4,0,0
NoneSmellorUnknown,0,0,0,10,2,2,0,121,14,0,0,0,0
LongParameterList,3,0,0,88,11,10,3,660,104,0,12,0,0
DeepNesting,3,0,0,46,25,4,9,446,88,0,30,0,0
LongParameterList,1,0,0,48,16,7,3,379,53,0,2,0,0
LongMethod,1,0,0,58,20,0,7,365,82,0,16,0,0
DeepNesting,2,0,0,16,7,2,6,202,16,0,1,0,0
LargeClass,3,401,15,0,0,0,0,2350,401,0,20,42,2
LongMethod,1,0,0,70,17,3,7,463,76,0,9,0,0
LongParameterList,1,0,0,76,6,6,1,266,87,0,10,0,0
NoneSmellorUnknown,0,0,0,4,1,3,0,43,7,0,1,0,0
LargeClass,2,316,32,0,0,0,0,3045,316,0,136,13,0
DeepNesting,1,0,0,18,9,2,4,161,20,0,5,0,0
LongParameterList,3,0,0,64,22,10,0,356,81,0,0,0,0
LongParameterList,1,0,0,59,9,7,2,256,88,0,4,0,0
LargeClass,3,5805,85,0,0,0,0,17404,5805,0,90,0,3
LongParameterList,1,0,0,51,25,7,7,782,79,0,16,0,0
DeepNesting,2,0,0,53,24,2,6,330,53,0,4,0,0
LongParameterList,1,0,0,46,6,9,2,206,52,0,4,0,0
LargeClass,3,782,37,0,0,0,0,4936,782,0,112,101,0
LargeClass,1,253,10,0,0,0,0,909,253,0,29,4,2
DeepNesting,3,0,0,66,21,3,11,540,80,0,8,0,0
LongMethod,1,0,0,51,11,2,4,271,58,0,9,0,0
DeepNesting,3,0,0,306,25,8,10,1172,463,0,35,0,0
LongMethod,1,0,0,66,19,5,18,592,73,0,0,0,0
LargeClass,1,205,14,0,0,0,0,1100,205,0,34,1,1
NoneSmellorUnknown,0,0,0,4,1,2,1,46,4,0,1,0,0
LargeClass,1,281,19,0,0,0,0,1475,281,0,53,11,2
LargeClass,2,349,15,0,0,0,0,1627,349,0,43,6,2
LargeClass,1,225,20,0,0,0,0,1339,225,0,45,27,2
LongParameterList,1,0,0,29,6,9,1,147,56,0,3,0,0
DeepNesting,3,0,0,51,18,1,9,364,100,0,16,0,0
LongMethod,1,0,0,65,14,1,0,335,72,0,0,0,0
LongParameterList,1,0,0,16,6,8,1,120,120,0,0,0,0
LongParameterList,2,0,0,44,9,9,2,200,52,0,7,0,0
DeepNesting,1,0,0,13,5,1,4,96,13,0,6,0,0
LongParameterList,1,0,0,58,12,6,2,527,72,0,5,0,0
LongParameterList,1,0,0,204,20,7,6,1250,277,0,6,0,0
LongParameterList,3,0,0,105,11,14,0,512,112,0,0,0,0
LongMethod,3,0,0,179,10,1,2,1010,216,0,33,0,0
LongParameterList,2,0,0,37,11,9,2,299,41,0,1,0,0
DeepNesting,2,0,0,48,11,8,7,426,72,0,2,0,0
NoneSmellorUnknown,0,0,0,5,1,1,0,53,5,0,3,0,0
LargeClass,2,314,26,0,0,0,0,1538,314,0,8,3,1
LargeClass,2,337,29,0,0,0,0,1452,337,0,27,15,1
LongParameterList,2,0,0,52,20,8,3,354,74,0,6,0,0
LongParameterList,3,0,0,125,25,13,3,713,143,0,45,0,0
LongParameterList,3,0,0,116,18,24,2,684,137,0,3,0,0
DeepNesting,1,0,0,31,6,3,4,167,71,0,1,0,0
NoneSmellorUnknown,0,20,2,0,0,0,0,68,20,0,2,3,2
LargeClass,3,778,19,0,0,0,0,3551,778,0,140,13,2
LargeClass,1,264,13,0,0,0,0,1484,264,0,11,15,1
LargeClass,2,365,12,0,0,0,0,3735,365,0,37,56,0
LongMethod,3,0,0,174,25,3,8,1854,231,0,49,0,0
LargeClass,1,213,23,0,0,0,0,1420,213,0,9,0,3
LongMethod,2,0,0,80,12,2,5,636,90,0,5,0,0
LargeClass,1,246,13,0,0,0,0,1051,246,0,36,5,2
LargeClass,2,338,28,0,0,0,0,2358,338,0,21,2,2
LongParameterList,3,0,0,63,16,22,3,747,88,0,16,0,0
LargeClass,1,262,13,0,0,0,0,1799,262,0,63,13,5
LargeClass,2,419,14,0,0,0,0,2030,419,0,62,7,2
LongMethod,1,0,0,73,13,5,4,558,78,0,17,0,0
LongParameterList,1,0,0,25,13,6,4,269,34,0,16,0,0
LargeClass,2,467,13,0,0,0,0,2419,467,0,52,26,0
LongMethod,2,0,0,86,25,12,4,459,108,0,12,0,0
NoneSmellorUnknown,0,0,0,19,3,4,0,74,20,0,4,0,0
DeepNesting,2,0,0,41,12,3,6,290,56,0,7,0,0
LongParameterList,1,0,0,37,10,7,4,339,84,0,0,0,0
DeepNesting,3,0,0,38,20,2,9,359,39,0,0,0,0
LongParameterList,3,0,0,69,16,10,3,456,112,0,14,0,0
LongParameterList,1,0,0,40,6,6,2,161,43,0,0,0,0
DeepNesting,1,0,0,8,6,4,4,129,8,0,3,0,0
LongParameterList,1,0,0,61,11,6,3,355,66,0,12,0,0
DeepNesting,1,0,0,62,12,13,4,352,77,0,13,0,0
DeepNesting,1,0,0,9,3,3,4,82,17,0,3,0,0
LargeClass,3,699,17,0,0,0,0,2914,699,0,67,14,3
LongParameterList,2,0,0,37,9,8,2,232,45,0,5,0,0
LongParameterList,1,0,0,19,6,7,3,130,28,0,8,0,0
LargeClass,3,2866,32,0,0,0,0,5784,2866,0,319,129,0
LargeClass,1,250,18,0,0,0,0,1337,250,0,64,0,0
LargeClass,3,579,21,0,0,0,0,3753,579,0,98,25,3
DeepNesting,2,0,0,32,11,1,6,200,35,0,6,0,0
DeepNesting,2,0,0,102,16,7,6,788,119,0,18,0,0
LargeClass,1,243,13,0,0,0,0,843,243,0,25,14,2
DeepNesting,3,0,0,25,11,3,9,132,26,0,9,0,0
LargeClass,1,264,23,0,0,0,0,1431,264,0,29,30,2
DeepNesting,2,0,0,30,8,3,6,195,32,0,5,0,0
DeepNesting,1,0,0,201,25,12,5,770,226,0,23,0,0
LargeClass,1,246,21,0,0,0,0,1083,246,0,15,10,1
LongParameterList,3,0,0,254,25,10,3,1228,327,0,74,0,0
LongParameterList,3,0,0,54,24,12,6,375,78,0,14,0,0
NoneSmellorUnknown,0,0,0,8,4,1,2,34,9,0,0,0,0
LongMethod,3,0,0,359,25,3,3,2329,382,0,46,0,0
LongMethod,1,0,0,61,21,2,4,457,80,0,24,0,0
LongParameterList,1,0,0,45,6,10,1,183,50,0,10,0,0
LargeClass,1,289,31,0,0,0,0,2446,289,0,67,8,3
LongMethod,1,0,0,121,7,1,4,651,131,0,2,0,0
DeepNesting,1,0,0,35,7,2,4,178,37,0,13,0,0
LongParameterList,1,0,0,38,13,6,6,253,40,0,9,0,0
LargeClass,1,239,10,0,0,0,0,1536,239,0,73,2,2
LargeClass,3,456,18,0,0,0,0,2167,456,0,27,3,2
DeepNesting,2,0,0,88,16,2,6,536,103,0,24,0,0
DeepNesting,2,0,0,60,8,2,6,371,69,0,3,0,0
DeepNesting,1,0,0,28,9,2,4,224,29,0,13,0,0
LongMethod,2,0,0,83,25,6,3,694,100,0,19,0,0
DeepNesting,2,0,0,15,7,3,6,106,15,0,7,0,0
LargeClass,1,283,12,0,0,0,0,1636,283,0,45,5,1
LongMethod,2,0,0,84,12,8,4,306,96,0,4,0,0
LargeClass,1,297,30,0,0,0,0,1738,297,0,13,0,1
LongParameterList,1,0,0,26,10,7,4,259,26,0,10,0,0
LargeClass,2,357,45,0,0,0,0,2310,357,0,16,16,3
LongMethod,2,0,0,82,19,0,3,734,93,0,24,0,0
LongParameterList,1,0,0,43,9,7,3,252,73,0,9,0,0
LongMethod,3,0,0,161,25,6,0,683,190,0,1,0,0
DeepNesting,1,0,0,21,6,1,4,113,22,0,1,0,0
LargeClass,2,329,19,0,0,0,0,1453,329,0,30,14,2
LargeClass,3,654,36,0,0,0,0,3786,654,0,37,0,2
LongParameterList,3,0,0,230,25,21,5,1309,270,0,25,0,0
DeepNesting,1,0,0,371,25,29,5,2255,448,0,36,0,0
DeepNesting,3,0,0,50,23,3,8,472,50,0,18,0,0
DeepNesting,3,0,0,19,10,2,8,154,36,0,12,0,0
LargeClass,1,242,12,0,0,0,0,966,242,0,36,6,0
LongParameterList,1,0,0,54,7,7,1,155,55,0,1,0,0
NoneSmellorUnknown,0,0,0,4,2,1,0,28,5,0,1,0,0
LargeClass,3,1159,62,0,0,0,0,6189,1159,0,37,29,1
LongParameterList,2,0,0,80,9,11,2,457,93,0,13,0,0
LongParameterList,3,0,0,123,25,11,0,552,150,0,0,0,0
DeepNesting,3,0,0,141,25,4,10,1023,155,0,47,0,0
DeepNesting,2,0,0,20,7,1,6,211,28,0,6,0,0
LongParameterList,3,0,0,92,25,11,4,668,120,0,48,0,0
LongMethod,2,0,0,88,25,2,3,783,151,0,22,0,0
LongMethod,2,0,0,84,16,14,0,434,97,0,0,0,0
LongMethod,1,0,0,62,8,10,2,394,109,0,9,0,0
LongParameterList,2,0,0,72,8,21,2,472,79,0,10,0,0
LargeClass,2,387,13,0,0,0,0,1561,387,0,19,12,2
NoneSmellorUnknown,0,0,0,22,3,3,0,144,30,0,5,0,0
LongMethod,1,0,0,76,6,7,2,225,84,0,6,0,0
LongMethod,3,0,0,104,13,14,0,513,109,0,0,0,0
LongMethod,2,0,0,86,21,4,6,548,101,0,25,0,0
DeepNesting,3,0,0,150,25,6,8,1034,271,0,43,0,0
LargeClass,2,826,13,0,0,0,0,6901,826,0,446,13,0
DeepNesting,2,0,0,35,11,7,7,330,57,0,2,0,0
DeepNesting,3,0,0,57,17,2,8,540,62,0,18,0,0
LargeClass,1,213,16,0,0,0,0,705,213,0,25,4,1
LongParameterList,2,0,0,62,8,10,1,349,81,0,24,0,0
LongMethod,2,0,0,76,17,8,6,476,113,0,22,0,0
LongParameterList,2,0,0,60,22,8,4,425,77,0,17,0,0
LongParameterList,2,0,0,100,9,14,1,424,107,0,2,0,0
LongParameterList,1,0,0,37,7,11,3,329,65,0,0,0,0
LongMethod,3,0,0,289,18,61,2,1688,495,0,68,0,0
LargeClass,1,262,32,0,0,0,0,1061,262,0,28,7,1
DeepNesting,2,0,0,65,25,2,7,430,69,0,10,0,0
LongMethod,1,0,0,66,9,10,4,459,75,0,8,0,0
NoneSmellorUnknown,0,0,0,10,2,2,2,50,10,0,2,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,15,2,0,2,0,0
DeepNesting,1,0,0,29,8,1,4,165,42,0,6,0,0
DeepNesting,2,0,0,50,17,7,6,403,88,0,15,0,0
LongParameterList,2,0,0,108,11,9,4,308,120,0,11,0,0
NoneSmellorUnknown,0,39,3,0,0,0,0,161,39,0,8,0,1
LongParameterList,1,0,0,55,12,6,4,346,68,0,7,0,0
LargeClass,2,452,13,0,0,0,0,2120,452,0,19,3,3
LongParameterList,1,0,0,9,7,6,1,115,15,0,1,0,0
DeepNesting,3,0,0,471,25,14,10,5528,624,0,113,0,0
DeepNesting,2,0,0,28,8,9,7,266,47,0,1,0,0
DeepNesting,3,0,0,89,23,2,8,560,120,0,10,0,0
LongMethod,2,0,0,90,17,7,3,447,104,0,17,0,0
LongParameterList,3,0,0,70,10,10,3,349,76,0,6,0,0
LongMethod,2,0,0,77,15,18,1,525,211,0,10,0,0
LargeClass,2,382,13,0,0,0,0,1610,382,0,47,1,2
NoneSmellorUnknown,0,0,0,17,4,1,1,100,22,0,13,0,0
LongParameterList,1,0,0,118,25,6,3,587,131,0,13,0,0
LargeClass,1,456,10,0,0,0,0,1888,456,0,36,11,2
DeepNesting,2,0,0,40,15,2,6,315,69,0,16,0,0
LongMethod,2,0,0,81,25,3,6,790,105,0,32,0,0
DeepNesting,3,0,0,43,11,4,10,335,82,0,0,0,0
LargeClass,3,961,44,0,0,0,0,5159,961,0,127,41,2
DeepNesting,1,0,0,18,5,3,4,199,22,0,9,0,0
LongParameterList,3,0,0,42,13,14,1,247,45,0,1,0,0
DeepNesting,3,0,0,263,25,14,8,1221,286,0,22,0,0
LargeClass,2,2016,14,0,0,0,0,6735,2016,0,28,0,3
NoneSmellorUnknown,0,0,0,64,2,6,1,402,75,0,7,0,0
DeepNesting,2,0,0,30,12,2,7,189,31,0,14,0,0
LargeClass,1,260,23,0,0,0,0,1161,260,0,74,0,0
DeepNesting,3,0,0,43,16,2,9,295,47,0,16,0,0
LongParameterList,1,0,0,65,9,6,0,392,74,0,10,0,0
DeepNesting,1,0,0,60,17,1,5,262,82,0,8,0,0
DeepNesting,3,0,0,19,9,4,8,114,19,0,0,0,0
LargeClass,1,280,12,0,0,0,0,315,280,0,1,0,0
DeepNesting,3,0,0,35,14,3,8,252,43,0,9,0,0
LongMethod,2,0,0,85,15,3,3,501,98,0,19,0,0
LongMethod,1,0,0,60,7,2,1,414,66,0,23,0,0
LargeClass,3,497,68,0,0,0,0,3118,497,0,38,73,3
DeepNesting,2,0,0,143,25,2,6,1107,305,0,14,0,0
DeepNesting,3,0,0,69,25,3,8,628,97,0,0,0,0
DeepNesting,1,0,0,62,24,3,4,476,92,0,16,0,0
LongMethod,3,0,0,254,23,25,4,1012,310,0,15,0,0
LongMethod,3,0,0,213,25,3,3,1246,257,0,24,0,0
LargeClass,3,456,17,0,0,0,0,2970,456,0,202,1,1
LargeClass,3,700,27,0,0,0,0,4353,700,0,115,27,2
LargeClass,2,317,81,0,0,0,0,2738,317,0,24,0,1
LongParameterList,3,0,0,152,24,11,7,738,186,0,24,0,0
NoneSmellorUnknown,0,0,0,14,7,2,2,100,17,0,9,0,0
LongParameterList,2,0,0,52,14,8,3,341,94,0,15,0,0
NoneSmellorUnknown,0,0,0,11,7,2,3,137,15,0,4,0,0
LongParameterList,3,0,0,77,17,19,2,463,92,0,11,0,0
LongMethod,1,0,0,59,7,5,1,280,82,0,2,0,0
LargeClass,2,304,19,0,0,0,0,1493,304,0,35,13,2
LargeClass,3,613,42,0,0,0,0,3256,613,0,91,1,2
DeepNesting,1,0,0,12,5,2,4,92,12,0,1,0,0
NoneSmellorUnknown,0,135,11,0,0,0,0,649,135,0,24,1,1
LongMethod,2,0,0,79,16,5,5,402,102,0,13,0,0
LongMethod,2,0,0,84,25,6,4,479,112,0,15,0,0
LongParameterList,3,0,0,43,11,14,2,313,46,0,6,0,0
DeepNesting,2,0,0,31,8,4,6,281,42,0,10,0,0
DeepNesting,1,0,0,22,9,1,4,180,36,0,11,0,0
LongParameterList,2,0,0,55,10,8,2,488,81,0,2,0,0
DeepNesting,1,0,0,16,6,1,4,149,16,0,3,0,0
LongMethod,2,0,0,92,21,2,4,558,112,0,5,0,0
LongMethod,2,0,0,88,19,2,2,674,97,0,21,0,0
